epoch,train_loss,val_loss,train_CE_loss,train_GD_loss,val_CE_loss,val_GD_loss
1,1.793378010392189,1.6039531628290813,0.8144308105111122,0.9789472222328186,0.6070101062456766,0.9969430565834045
2,1.6525628939270973,1.540850003560384,0.6876840330660343,0.9648788571357727,0.5566985607147217,0.9841514627138773
3,1.6279884427785873,1.5445404052734375,0.6538293994963169,0.9741590470075607,0.5493674278259277,0.9951729774475098
4,1.5993268340826035,1.4766144355138142,0.630322765558958,0.9690040536224842,0.5013753175735474,0.975239098072052
5,1.5754189416766167,1.5132811466852825,0.6164266765117645,0.9589922651648521,0.5204280614852905,0.9928531249364217
6,1.5738715901970863,1.467958688735962,0.6040901392698288,0.9697814509272575,0.4873838623364766,0.9805748263994852
7,1.5568960830569267,1.5090964635213215,0.5953363850712776,0.96155970916152,0.511186440785726,0.9979100426038107
8,1.5439869165420532,1.4828391075134277,0.5816041994839907,0.9623827040195465,0.5009773770968119,0.9818617105484009
9,1.5286291167140007,1.4479883114496868,0.5652237646281719,0.9634053371846676,0.45619017879168194,0.9917981227238973
10,1.5198789611458778,1.485039234161377,0.5687018483877182,0.9511771127581596,0.48517267902692157,0.9998665253321329
11,1.527724340558052,1.4064287344614665,0.5624469146132469,0.9652774333953857,0.40934545795122784,0.9970832864443461
12,1.5036162212491035,1.5125346978505452,0.5383433531969786,0.9652728959918022,0.5188245872656504,0.9937101006507874
13,1.476380005478859,1.4749961694081624,0.5366185940802097,0.9397613853216171,0.4778256118297577,0.9971705277760824
14,1.4830873236060143,1.4217222134272258,0.5322029516100883,0.9508843831717968,0.4554705520470937,0.9662516514460245
15,1.4743902534246445,1.3503770033518474,0.519556337967515,0.9548339024186134,0.4837205111980438,0.8666565219561259
16,1.4748244509100914,1.4653952519098918,0.526183445006609,0.9486409947276115,0.4656534294287364,0.9997418324152628
17,1.4482707977294922,1.4231736262639363,0.5089768338948488,0.9392939768731594,0.42539138595263165,0.9977822502454122
18,1.4549006149172783,1.4920796155929565,0.5142027102410793,0.9406979009509087,0.5075825055440267,0.984497090180715
19,1.4458321183919907,1.4654659827550252,0.497789915651083,0.9480421952903271,0.4873793423175812,0.9780866305033366
20,1.4354599565267563,1.3918639818827312,0.4977251384407282,0.9377348124980927,0.401887704928716,0.9899762670199076
21,1.4548971131443977,1.4057329495747883,0.5059879180043936,0.9489091783761978,0.40676631530125934,0.9989666740099589
22,1.442270390689373,1.3771498203277588,0.4896553121507168,0.952615063637495,0.38906113306681317,0.9880886872609457
23,1.4552885740995407,1.5065913995107014,0.4982091337442398,0.9570794366300106,0.5084260106086731,0.9981654286384583
24,1.4159138053655624,1.409458080927531,0.48780221678316593,0.9281116016209126,0.4177117546399434,0.9917463064193726
25,1.4270485863089561,1.3843434651692708,0.47424668446183205,0.9528019055724144,0.42845245202382404,0.9558909932772318
26,1.4075493887066841,1.330501675605774,0.4671722277998924,0.940377164632082,0.37260610858599347,0.9578955968221029
27,1.409797340631485,1.4360452890396118,0.45650740899145603,0.9532899409532547,0.43649402260780334,0.9995512763659159
28,1.3951982855796814,1.3060804605484009,0.45829495415091515,0.9369033388793468,0.38025500377019245,0.9258254766464233
29,1.3958493024110794,1.3858217000961304,0.4580434821546078,0.9378058202564716,0.38954264918963116,0.9962790012359619
30,1.398968145251274,1.4471757411956787,0.4541640020906925,0.9448041580617428,0.4479147593180339,0.9992610017458597
31,1.3703874573111534,1.385697563489278,0.4386530611664057,0.9317343905568123,0.38919657468795776,0.9965010086695353
32,1.4117546454071999,1.3162298202514648,0.45566093549132347,0.9560937136411667,0.3670887351036072,0.9491410851478577
33,1.4027275443077087,1.381459633509318,0.4519164450466633,0.9508110880851746,0.39159415165583294,0.9898654619852701
34,1.3774640932679176,1.4262046416600545,0.45088800601661205,0.926576092839241,0.42768263816833496,0.9985220233599345
35,1.3554337918758392,1.3804183801015217,0.4243021998554468,0.9311315938830376,0.41620250542958576,0.9642158548037211
36,1.3714048862457275,1.4446574449539185,0.43422496877610683,0.9371799267828465,0.4670298794905345,0.9776275555292765
37,1.358446516096592,1.3472892045974731,0.43934636376798153,0.9191001653671265,0.3576940099398295,0.9895951946576437
38,1.3607787564396858,1.3437432845433552,0.43080098181962967,0.9299777708947659,0.3998219966888428,0.9439213077227274
39,1.359637312591076,1.440961519877116,0.4404908139258623,0.9191464893519878,0.44344955682754517,0.9975119431813558
40,1.3510895892977715,1.4066546360651653,0.4294230788946152,0.9216665029525757,0.407151738802592,0.9995028773943583
41,1.389982782304287,1.3833221197128296,0.4510644655674696,0.9389183185994625,0.3844380776087443,0.9988840619723002
42,1.320119947195053,1.4165342251459758,0.4282308705151081,0.8918890580534935,0.41785189509391785,0.9986823598543803
43,1.343619391322136,1.4118904272715251,0.42169683799147606,0.9219225570559502,0.45869289835294086,0.9531975587209066
44,1.356269158422947,1.4828007618586223,0.4295040424913168,0.9267651103436947,0.4844936927159627,0.9983070890108744
45,1.3344560638070107,1.3659669160842896,0.41116610169410706,0.9232899695634842,0.410472571849823,0.9554943243662516
46,1.3429505378007889,1.4248791138331096,0.43500689417123795,0.9079436473548412,0.46362632513046265,0.9612528085708618
