,train pancreas dice 0,train lesion dice 0,train loss 0,val loss 0,train pancreas dice 1,train lesion dice 1,train loss 1,val loss 1,train pancreas dice 2,train lesion dice 2,train loss 2,val loss 2,train pancreas dice 3,train lesion dice 3,train loss 3,val loss 3,train pancreas dice 4,train lesion dice 4,train loss 4,val loss 4
0,0.47491972129684695,0.0,0.12135446,-0.081015974,0.46745702617207946,0.0,0.13811478,-0.07982309,0.5053145962122997,0.0,0.11394288,-0.075275235,0.19556288118715856,0.0,0.1440286,-0.07548173,0.44026636590390694,0.0,0.12889327,-0.031761184
1,0.6330607953161688,0.0,-0.13038455,-0.23847207,0.5986393565530018,0.0,-0.14063248,-0.2030485,0.654674291066463,0.0,-0.14596403,-0.18958972,0.6667607083520678,0.0,-0.13809754,-0.24740347,0.5774357495714435,0.0,-0.09449601,-0.17282964
2,0.7278559506376387,0.0,-0.22983676,-0.33356407,0.6905447778879604,0.0,-0.24884832,-0.28350347,0.6995424809621403,0.0,-0.2813872,-0.27797422,0.6996026274468944,0.4355720216565459,-0.27047253,-0.39218467,0.6519358337964458,0.1511561174841202,-0.20964026,-0.25891137
3,0.7389562321164546,0.5221622101089227,-0.3482856,-0.44932395,0.7090051214796922,0.3790922902675507,-0.3405131,-0.3766576,0.7255864729036845,0.412284645744837,-0.34193745,-0.3699383,0.7398638928240087,0.4204808349728606,-0.3613325,-0.40955406,0.6657442357920202,0.4362432111267462,-0.30476725,-0.33733475
4,0.7597100908981742,0.5287708463066978,-0.3949618,-0.44690502,0.7290627506620068,0.45356872322771336,-0.4049546,-0.3984474,0.7221642452466202,0.36151769022123914,-0.3721176,-0.35605344,0.7658805772065781,0.42560948174810853,-0.4043752,-0.4224144,0.7126731194913949,0.5002847890452936,-0.36788037,-0.411997
5,0.7634680129924035,0.5953515372322091,-0.42219537,-0.4921829,0.7320138032840625,0.5102368556066984,-0.43669862,-0.43746564,0.7272683326062173,0.39892760471286887,-0.42649743,-0.37426266,0.7573767371833352,0.5096431579999937,-0.41291797,-0.45282763,0.733900953010498,0.5255104687964304,-0.42346466,-0.435711
6,0.7674264923736125,0.5532010537905951,-0.440169,-0.4848886,0.754288322391072,0.5037535827468016,-0.45323965,-0.4472222,0.7472317933946352,0.4606954592452886,-0.44780573,-0.43600014,0.7783150347350435,0.4351640882971297,-0.45921013,-0.43835774,0.7317508896759278,0.535922821305784,-0.42757934,-0.45407632
7,0.786273785002694,0.6376555526954127,-0.47908399,-0.53233004,0.7672881563452844,0.5289210150057002,-0.48438546,-0.46175385,0.7489360336627753,0.29408040671205543,-0.48564398,-0.33035225,0.793700976503936,0.5292417187824657,-0.44641137,-0.4912763,0.740144089232519,0.5196040692524769,-0.42834315,-0.43950766
8,0.7943363311523948,0.6574532329074777,-0.482537,-0.55469257,0.7647346195137307,0.516563677694114,-0.4903968,-0.48017254,0.780568981843059,0.4387077786083155,-0.51748484,-0.43046573,0.8027843151248875,0.5627635806063056,-0.5030083,-0.5127982,0.7353443934643987,0.4633737255236619,-0.4572038,-0.43736148
9,0.8026382479110901,0.6504819171849515,-0.49319282,-0.5590157,0.7967925069658798,0.574815949923247,-0.5028372,-0.51679635,0.7731200377341688,0.4966810246260989,-0.51891124,-0.4462098,0.7852356675988691,0.507841893089073,-0.5100898,-0.4900055,0.7325624918377597,0.5348314918489654,-0.4961308,-0.47317505
10,0.8104246315752324,0.6190877113936235,-0.5342469,-0.5570204,0.7909660163490226,0.5989551833030093,-0.52506846,-0.4952123,0.7774185298724254,0.4177905734659736,-0.52667624,-0.39754707,0.8228288325825622,0.5966295674086518,-0.5136482,-0.5452947,0.7533923648426304,0.535874799584093,-0.5092271,-0.46626258
11,0.8152849888187228,0.6899677948038496,-0.52405035,-0.5539679,0.7893635423131607,0.511322765691088,-0.5266,-0.49871445,0.7943459201847679,0.38400811349675573,-0.52754027,-0.43130624,0.8076039916908877,0.6258634456710478,-0.53067493,-0.5091023,0.7541565133977362,0.5245011576345486,-0.5116759,-0.4983935
12,0.8100228593209493,0.6577563935967707,-0.52863747,-0.552422,0.7744266368829748,0.5705007808895807,-0.5356781,-0.4831427,0.8126903903414411,0.46265501884551036,-0.54703933,-0.48556495,0.8219525463465048,0.5442609092181311,-0.53504,-0.5181473,0.7652904357494453,0.5382608601412859,-0.5244162,-0.4604973
13,0.8327339496474642,0.7115952518004496,-0.5457823,-0.59200203,0.827136804382875,0.6197650178512951,-0.5599768,-0.5472614,0.7872535194356172,0.49942421793903935,-0.5489015,-0.45359597,0.8180345826876623,0.6115119371983868,-0.53383213,-0.5422707,0.7662627281584132,0.5424483436120917,-0.56016326,-0.5230506
14,0.8127976705173696,0.6964383729214403,-0.55656725,-0.58568275,0.7972458238980157,0.5677683706210218,-0.5590188,-0.52272177,0.8006577154474225,0.5883420739408619,-0.55475795,-0.54714227,0.8442485774326426,0.6252756234837503,-0.5630773,-0.5583246,0.7658789065685342,0.5632128428296687,-0.53320163,-0.5070904
15,0.8464447050673993,0.6914011948108216,-0.5562937,-0.58253527,0.8116129786582235,0.6235756624204444,-0.584869,-0.535238,0.8132161843495087,0.5305978277327992,-0.5707876,-0.51448065,0.8420272575492218,0.634064698359966,-0.5652185,-0.56459016,0.8020993871804983,0.5776895349512331,-0.5393169,-0.5205547
16,0.8297161806107378,0.7042473467836315,-0.5769833,-0.5935139,0.8264707409622558,0.5689876422761999,-0.5831548,-0.52927935,0.8140266416518549,0.5411630773949615,-0.5851029,-0.52880454,0.8355350888322673,0.6428940981903389,-0.57362044,-0.5705768,0.8218746234196392,0.560573295681474,-0.5673959,-0.53199244
17,0.8296853328959726,0.7177979582270945,-0.5663159,-0.61958635,0.812328630124428,0.5199424701637727,-0.55932814,-0.5020723,0.8148215629518258,0.5518197282129889,-0.5906856,-0.529715,0.8321622054057302,0.6650584465348416,-0.5947493,-0.56257665,0.782476621710984,0.5296677779651563,-0.58477056,-0.5081538
18,0.8469962342928936,0.6840535729182571,-0.5843319,-0.61818033,0.8270558438938601,0.4509342257728258,-0.57469565,-0.5327699,0.8197792853557998,0.4520226459887935,-0.6051473,-0.49352643,0.8547010836500866,0.620109048146819,-0.5900633,-0.5790357,0.7948998046129441,0.6127775769987551,-0.57662696,-0.53361803
19,0.8440282533288933,0.7447008800261454,-0.58151025,-0.6160575,0.8248554752826135,0.6583534683070884,-0.59613687,-0.516707,0.8151085419730715,0.5808315404015217,-0.61165774,-0.5129815,0.838012750060627,0.6525947819342008,-0.6042854,-0.566906,0.7797086482008295,0.5422810940266892,-0.59822863,-0.516824
20,0.8496241389228423,0.7438518630372849,-0.5942602,-0.61248696,0.8306842733717583,0.6744868206313079,-0.59444225,-0.5407601,0.8174271840282573,0.47853364159721173,-0.60183907,-0.52095526,0.8448909253643614,0.6919622107821222,-0.5982516,-0.5847974,0.8105490247875666,0.520089459749255,-0.6108841,-0.5272468
21,0.8394575572677699,0.7036630742588813,-0.5790547,-0.59761715,0.8393444980426475,0.6454104344729344,-0.5894502,-0.56335825,0.8077858223533039,0.5045530847320072,-0.614739,-0.49820793,0.8463783155960424,0.69749673478206,-0.6088192,-0.58574617,0.8123624246906331,0.6217590400045585,-0.60186464,-0.5420677
22,0.8524410244728782,0.7111674397334553,-0.6099222,-0.6149945,0.8248993971304005,0.6010381843933751,-0.58719766,-0.5548041,0.8322855783225704,0.5347336419091347,-0.6088088,-0.5292148,0.8406857972026075,0.6960047437638095,-0.62211543,-0.6005494,0.8148850231598688,0.6233025598958425,-0.6019063,-0.56944937
23,0.8398511463694084,0.7020543518140062,-0.61424315,-0.5882815,0.8375706136636065,0.6796025259359887,-0.60741496,-0.5808479,0.8167251258388117,0.5557484298712031,-0.61656183,-0.52527785,0.8454680734565593,0.7022360638477437,-0.6170091,-0.584753,0.8402231928687338,0.6238401490874137,-0.6288092,-0.58562136
24,0.8474787671473089,0.7796970826097859,-0.61473215,-0.61427164,0.8528664601925539,0.6439192062748644,-0.62560725,-0.6084161,0.8288442508528618,0.5759105869348798,-0.6324575,-0.54817694,0.8409219350276023,0.6546271874589713,-0.62986225,-0.5749918,0.8291013986790161,0.5949081202286196,-0.62877434,-0.53474814
25,0.8684951678423853,0.7987611800756831,-0.61867493,-0.6468656,0.8396864226203858,0.6678617983756352,-0.63079727,-0.57873297,0.822726803239072,0.5300474131900753,-0.6205022,-0.51108325,0.8339939801209965,0.6931779089840499,-0.6193543,-0.58833385,0.8132813467425273,0.5547022550964981,-0.5965712,-0.5315645
26,0.8557832897141451,0.7640504183825622,-0.6322855,-0.6146718,0.8245311074042418,0.6666818104624158,-0.6404804,-0.58627367,0.8237883902180224,0.5951484900722043,-0.64240205,-0.5253494,0.848973037436406,0.6396875476745442,-0.62990344,-0.5689927,0.7967465872873699,0.4904521044436594,-0.5953423,-0.5202437
27,0.8710854918147741,0.7687026625257495,-0.6250758,-0.6357427,0.8503228456824256,0.6089314829262008,-0.64110976,-0.5911524,0.829162485167359,0.5481331475608242,-0.63707316,-0.50731283,0.8621763716535411,0.6052428560587645,-0.64201206,-0.58542347,0.8291381478275637,0.6108329208265203,-0.6271972,-0.56032854
28,0.8666277488983227,0.7131494542515465,-0.6263459,-0.6506001,0.8344807548888613,0.6776503339929808,-0.6534129,-0.57795894,0.8347134315550112,0.5338946368946478,-0.6388887,-0.55806834,0.8496243383369317,0.6536324270796695,-0.6436481,-0.5548041,0.8394385411008288,0.6153436468235032,-0.64146304,-0.5711077
29,0.8515001500392224,0.7801450382649217,-0.6518263,-0.6107359,0.8591476630344714,0.6708728818653246,-0.64602965,-0.59866023,0.824569190444233,0.533041398606085,-0.64123744,-0.52276284,0.8668186043284178,0.6383734766753039,-0.6398234,-0.589437,0.8297786305233672,0.6361763518610357,-0.63915545,-0.5806237
30,0.8660693196399831,0.7498268833354756,-0.63274515,-0.64558446,0.8570115677229706,0.7236609604579747,-0.64339554,-0.58774877,0.8451264355474873,0.5807472325884724,-0.6362395,-0.5699867,0.8568856678030659,0.7217192750924386,-0.661715,-0.6129922,0.8261998261181689,0.5540838911069229,-0.63273793,-0.5393428
31,0.8627516084216545,0.7599349109646534,-0.65356624,-0.6511206,0.8479467908366122,0.75239020928313,-0.635782,-0.5862775,0.8371470254846489,0.5734892251698316,-0.6544141,-0.51383126,0.8516544794785118,0.6323232114779094,-0.6593555,-0.5503052,0.813106698977575,0.5957262527276239,-0.64138633,-0.5368562
32,0.861798274755013,0.7443197876896398,-0.63265926,-0.6549556,0.8507388417843262,0.6821199126526996,-0.64383584,-0.5981131,0.8227342374863732,0.6001798010423031,-0.6660508,-0.5132724,0.8594198796266874,0.6538270919886935,-0.6479864,-0.5702307,0.8445346209767548,0.6308667944633859,-0.66439784,-0.5799267
33,0.8623255677405205,0.7968742314176082,-0.6466167,-0.66196054,0.8470985558807167,0.6700377227732365,-0.66100574,-0.56303906,0.8537979377172064,0.6399114896373665,-0.6764231,-0.6101975,0.8542030638932003,0.5960280796794423,-0.6646178,-0.57062364,0.8217886441374582,0.5903138535925515,-0.65137994,-0.56490046
34,0.8770327924550474,0.7744385844379782,-0.67012906,-0.64098394,0.8528173032188973,0.707134536327257,-0.6643633,-0.5965252,0.8403412043836854,0.5790237541193818,-0.66553956,-0.5587566,0.86044259567925,0.637064197259262,-0.666776,-0.5733894,0.8338218140562332,0.6428088434925687,-0.6544067,-0.56829554
35,0.8585320812892183,0.7946264222770218,-0.6715806,-0.6418647,0.8534825718748524,0.6758160672209363,-0.6725099,-0.60065824,0.8184027912482869,0.5669265481745257,-0.6648899,-0.5237315,0.8606986954851615,0.6096951985133302,-0.6555512,-0.5727649,0.8232511106639854,0.5446469359497355,-0.66307324,-0.548199
36,0.8742311123353173,0.7910197877670504,-0.65866554,-0.6455095,0.8550161427952866,0.6402834113293419,-0.6657699,-0.5519697,0.8403412541810643,0.5928848130036963,-0.6728365,-0.5589131,0.8678608437855938,0.5422855366143268,-0.66493803,-0.5381125,0.8272848212601198,0.5804172202433328,-0.6831112,-0.58096266
37,0.8770413297540822,0.7880276127057705,-0.6562805,-0.6401547,0.8365665292371636,0.6238795369728409,-0.6442191,-0.5786976,0.8480506246094552,0.6005093773003564,-0.6775423,-0.5694778,0.8599249005686289,0.6308439309989757,-0.65294135,-0.5667362,0.8440846370037042,0.6842795469008797,-0.68443274,-0.5978056
