epoch,train_loss,val_loss,train_CE_loss,train_GD_loss,val_CE_loss,val_GD_loss
1,0.7197540998458862,0.5429590145746866,0.7197540998458862,0.9939438700675964,0.5429590145746866,0.9840255180994669
2,0.630963783711195,0.5484004616737366,0.630963783711195,0.98728371784091,0.5484004616737366,0.9980899095535278
3,0.5907056741416454,0.5055888990561167,0.5907056741416454,0.9890616722404957,0.5055888990561167,0.9906602501869202
4,0.5750762186944485,0.5063216288884481,0.5750762186944485,0.9864636175334454,0.5063216288884481,0.9380824565887451
5,0.5603790804743767,0.48831965525945026,0.5603790804743767,0.9884031526744366,0.48831965525945026,0.9776591857274374
6,0.5437663849443197,0.4785843789577484,0.5437663849443197,0.9826739579439163,0.4785843789577484,0.9276331663131714
7,0.5255000628530979,0.4810472329457601,0.5255000628530979,0.9832890816032887,0.4810472329457601,0.9598363041877747
8,0.511903828009963,0.49166715145111084,0.511903828009963,0.9958068430423737,0.49166715145111084,0.9957648118336996
9,0.5064284782856703,0.42089985807736713,0.5064284782856703,0.9724205210804939,0.42089985807736713,0.9925674994786581
10,0.5094200801104307,0.390881468852361,0.5094200801104307,0.9848579727113247,0.390881468852361,0.9866619904836019
11,0.49629455246031284,0.4028164545694987,0.49629455246031284,0.9875167608261108,0.4028164545694987,0.9832084973653158
12,0.4850680474191904,0.4882386028766632,0.4850680474191904,0.9889656119048595,0.4882386028766632,0.9992152452468872
13,0.4850582592189312,0.4371443788210551,0.4850582592189312,0.9734672494232655,0.4371443788210551,0.9063594539960226
14,0.4784052409231663,0.48671749234199524,0.4784052409231663,0.9748483002185822,0.48671749234199524,0.9835495551427206
15,0.4644848797470331,0.37947232524553937,0.4644848797470331,0.9750417806208134,0.37947232524553937,0.9774021704991659
16,0.464891754090786,0.4409029682477315,0.464891754090786,0.9958250559866428,0.4409029682477315,0.9621450106302897
17,0.45597174763679504,0.48942654331525165,0.45597174763679504,0.9855158925056458,0.48942654331525165,0.9796178539594015
18,0.4544938690960407,0.38487736384073895,0.4544938690960407,0.9696137197315693,0.38487736384073895,0.9323793450991312
19,0.44621919468045235,0.35510942339897156,0.44621919468045235,0.9827830903232098,0.35510942339897156,0.9619492491086324
20,0.44907931238412857,0.3329966068267822,0.44907931238412857,0.9823873043060303,0.3329966068267822,0.9967162013053894
21,0.43848451413214207,0.36994097630182904,0.43848451413214207,0.982459232211113,0.36994097630182904,0.9789771437644958
22,0.44789297319948673,0.4167641003926595,0.44789297319948673,0.9860881045460701,0.4167641003926595,0.9776389002799988
23,0.42989897541701794,0.37315242489178974,0.42989897541701794,0.9697898030281067,0.37315242489178974,0.893665075302124
24,0.4413402695208788,0.3743607501188914,0.4413402695208788,0.9827225096523762,0.3743607501188914,0.9846145709355673
25,0.44139524176716805,0.35707874099413556,0.44139524176716805,0.9834057241678238,0.35707874099413556,0.9986859162648519
26,0.41945578157901764,0.3801342844963074,0.41945578157901764,0.9783747494220734,0.3801342844963074,0.9798031648000082
27,0.4262093473225832,0.3530398905277252,0.4262093473225832,0.9803755581378937,0.3530398905277252,0.9888908267021179
28,0.40441242046654224,0.35099588831265766,0.40441242046654224,0.9882967956364155,0.35099588831265766,0.9474937915802002
29,0.39884874038398266,0.37356482942899066,0.39884874038398266,0.9840112254023552,0.37356482942899066,0.928673505783081
30,0.3779807277023792,0.3895360728104909,0.3779807277023792,0.9824611507356167,0.3895360728104909,0.9986235698064169
31,0.38772281259298325,0.34593260784943897,0.38772281259298325,0.9642464630305767,0.34593260784943897,0.9569908976554871
32,0.3848500642925501,0.3727927803993225,0.3848500642925501,0.9815857410430908,0.3727927803993225,0.9854318499565125
33,0.39460697770118713,0.36272478103637695,0.39460697770118713,0.9926300868391991,0.36272478103637695,0.9783854881922404
34,0.38280569203197956,0.3345092535018921,0.38280569203197956,0.978265006095171,0.3345092535018921,0.9881266554196676
35,0.37811130098998547,0.3362293740113576,0.37811130098998547,0.9801343306899071,0.3362293740113576,0.9061749776204427
36,0.3767649959772825,0.310679093003273,0.3767649959772825,0.9601565711200237,0.310679093003273,0.9856966336568197
37,0.37271031737327576,0.3195652663707733,0.37271031737327576,0.9899479150772095,0.3195652663707733,0.9996235768000284
38,0.39064108952879906,0.38717393080393475,0.39064108952879906,0.9674356989562511,0.38717393080393475,0.9684867461522421
39,0.3881029933691025,0.3460397223631541,0.3881029933691025,0.9857466742396355,0.3460397223631541,0.9605076114336649
40,0.378314096480608,0.3141270975271861,0.378314096480608,0.9710479639470577,0.3141270975271861,0.9601021011670431
41,0.3721329625695944,0.3184741735458374,0.3721329625695944,0.9810280837118626,0.3184741735458374,0.9531996250152588
42,0.36231832578778267,0.3611309826374054,0.36231832578778267,0.9821145720779896,0.3611309826374054,0.9624876578648885
43,0.3544466011226177,0.3346242805322011,0.3544466011226177,0.9800018668174744,0.3346242805322011,0.8602750897407532
44,0.36056359112262726,0.3101583818594615,0.36056359112262726,0.9670601487159729,0.3101583818594615,0.9676879247029623
45,0.36118263751268387,0.3650275369485219,0.36118263751268387,0.9636777341365814,0.3650275369485219,0.9683868487675985
46,0.3540747743099928,0.3680404822031657,0.3540747743099928,0.9540875069797039,0.3680404822031657,0.9998209675153097
47,0.3651575669646263,0.4207225441932678,0.3651575669646263,0.9738728031516075,0.4207225441932678,0.9782363971074423
48,0.3520376682281494,0.3031182090441386,0.3520376682281494,0.9893834888935089,0.3031182090441386,0.9076465765635172
49,0.3367932643741369,0.3369891047477722,0.3367932643741369,0.9744704551994801,0.3369891047477722,0.9779776732126871
50,0.3380563873797655,0.36492182811101276,0.3380563873797655,0.9774609133601189,0.36492182811101276,0.8668920795122782
51,0.3453386165201664,0.33411456147829693,0.3453386165201664,0.9586216472089291,0.33411456147829693,0.9936740001042684
52,0.3246408235281706,0.36951736609141034,0.3246408235281706,0.9797253981232643,0.36951736609141034,0.9540708263715109
53,0.3237929977476597,0.2700299272934596,0.3237929977476597,0.9417820833623409,0.2700299272934596,0.9295451839764913
54,0.3223063377663493,0.32506616910298664,0.3223063377663493,0.9495842531323433,0.32506616910298664,0.8822538057963053
55,0.3294393718242645,0.3279203673203786,0.3294393718242645,0.9599810466170311,0.3279203673203786,0.9680071671803793
56,0.3220840822905302,0.3317296802997589,0.3220840822905302,0.9804805926978588,0.3317296802997589,0.9376630981763204
57,0.30917535442858934,0.3358331819375356,0.30917535442858934,0.9887659251689911,0.3358331819375356,0.9262266755104065
58,0.31759925931692123,0.25528957943121594,0.31759925931692123,0.9561069123446941,0.25528957943121594,0.9810460607210795
59,0.3037085933610797,0.26967065533002216,0.3037085933610797,0.965665303170681,0.26967065533002216,0.9562932451566061
60,0.32722547464072704,0.3093610256910324,0.32722547464072704,0.9513262771070004,0.3093610256910324,0.9996714194615682
