epoch,train_loss,val_loss,train_CE_loss,train_GD_loss,val_CE_loss,val_GD_loss
201,0.1818844024091959,0.13764546314875284,0.1818844024091959,0.9407244622707367,0.13764546314875284,0.9966412385304769
202,0.17510558618232608,0.22394585609436035,0.17510558618232608,0.9434317946434021,0.22394585609436035,0.9662748376528422
203,0.1772422194480896,0.1548669288555781,0.1772422194480896,0.9184250310063362,0.1548669288555781,0.9539275368054708
204,0.1816781349480152,0.14686732490857443,0.1816781349480152,0.8780993148684502,0.14686732490857443,0.9975379506746928
205,0.18121536122635007,0.186149463057518,0.18121536122635007,0.8403543755412102,0.186149463057518,0.9636693398157755
206,0.17800449766218662,0.13148353745539984,0.17800449766218662,0.958120658993721,0.13148353745539984,0.9952058792114258
207,0.17840618640184402,0.15631570915381113,0.17840618640184402,0.9640419371426105,0.15631570915381113,0.9646387298901876
208,0.1776062799617648,0.18787619968255362,0.1776062799617648,0.9179460108280182,0.18787619968255362,0.8870143493016561
209,0.1686896407045424,0.18713051080703735,0.1686896407045424,0.9160443618893623,0.18713051080703735,0.8109941681226095
210,0.17543003847822547,0.18417816360791525,0.17543003847822547,0.9151731096208096,0.18417816360791525,0.8306252757708231
211,0.1780657982453704,0.21352508664131165,0.1780657982453704,0.9109780378639698,0.21352508664131165,0.9815391699473063
212,0.17345001129433513,0.22375671565532684,0.17345001129433513,0.9385938718914986,0.22375671565532684,0.7391623059908549
213,0.17134726885706186,0.12394150843222936,0.17134726885706186,0.9351677373051643,0.12394150843222936,0.8557615876197815
214,0.1639407118782401,0.10827938218911488,0.1639407118782401,0.8992091864347458,0.10827938218911488,0.8963724573453268
215,0.17551877349615097,0.12948563198248544,0.17551877349615097,0.8978054337203503,0.12948563198248544,0.8206450144449869
216,0.17336427746340632,0.16302354137102762,0.17336427746340632,0.9474019072949886,0.16302354137102762,0.914272407690684
217,0.16486378386616707,0.15753307938575745,0.16486378386616707,0.9462573416531086,0.15753307938575745,0.8213450908660889
218,0.17347925808280706,0.1912325123945872,0.17347925808280706,0.9478058181703091,0.1912325123945872,0.9179088473320007
219,0.16462449822574854,0.21303915480772653,0.16462449822574854,0.9284621104598045,0.21303915480772653,0.925378680229187
220,0.1584658995270729,0.18772289156913757,0.1584658995270729,0.9259182512760162,0.18772289156913757,0.9759949247042338
221,0.16566739976406097,0.15389209985733032,0.16566739976406097,0.9077339470386505,0.15389209985733032,0.9852030873298645
222,0.1645062672905624,0.1561978260676066,0.1645062672905624,0.9374351389706135,0.1561978260676066,0.9960748751958212
223,0.1803250564262271,0.19971126317977905,0.1803250564262271,0.8944864496588707,0.19971126317977905,0.7861780722935995
224,0.16706656012684107,0.17773333688577017,0.16706656012684107,0.9352623969316483,0.17773333688577017,0.8232651750246683
225,0.16922810720279813,0.20154471695423126,0.16922810720279813,0.8988294713199139,0.20154471695423126,0.9901517430941263
226,0.16865144483745098,0.16515415410200754,0.16865144483745098,0.9412954300642014,0.16515415410200754,0.9701323906580607
227,0.1608145390637219,0.13155473272005716,0.1608145390637219,0.8973325304687023,0.13155473272005716,0.9273260037104288
228,0.17207319661974907,0.19427661101023355,0.17207319661974907,0.9279094114899635,0.19427661101023355,0.8798382878303528
229,0.1674830075353384,0.10528703530629475,0.1674830075353384,0.901839304715395,0.10528703530629475,0.8818803429603577
230,0.1586957355029881,0.12005208681027095,0.1586957355029881,0.9225513935089111,0.12005208681027095,0.9943405787150065
231,0.16269680159166455,0.1858043447136879,0.16269680159166455,0.9398879483342171,0.1858043447136879,0.9058458010355631
232,0.1692781513556838,0.14809859792391458,0.1692781513556838,0.9710244312882423,0.14809859792391458,0.9154136180877686
233,0.16374831832945347,0.20342808465162912,0.16374831832945347,0.9496554918587208,0.20342808465162912,0.8592293659845988
234,0.15816365275532007,0.16344900925954184,0.15816365275532007,0.9230974726378918,0.16344900925954184,0.886617382367452
235,0.1580665772780776,0.15896837413311005,0.1580665772780776,0.9210614301264286,0.15896837413311005,0.984925369421641
236,0.16149354446679354,0.11681042859951656,0.16149354446679354,0.9029812999069691,0.11681042859951656,0.848313550154368
237,0.1579389381222427,0.18475188314914703,0.1579389381222427,0.9594223238527775,0.18475188314914703,0.9717769821484884
238,0.1604353911243379,0.1459598441918691,0.1604353911243379,0.9188487082719803,0.1459598441918691,0.8578578233718872
239,0.1735994564369321,0.12348193675279617,0.1735994564369321,0.9011577814817429,0.12348193675279617,0.9923864404360453
240,0.1611042721197009,0.22909552355607352,0.1611042721197009,0.9364267773926258,0.22909552355607352,0.8366939226786295
241,0.16385638108476996,0.1735797425111135,0.16385638108476996,0.9217812158167362,0.1735797425111135,0.8606439232826233
242,0.1603361233137548,0.17424425979455313,0.1603361233137548,0.9172839745879173,0.17424425979455313,0.9898476401964823
243,0.1679380340501666,0.12185003608465195,0.1679380340501666,0.9588060826063156,0.12185003608465195,0.8681776523590088
244,0.1684715747833252,0.1461753025650978,0.1684715747833252,0.9355589188635349,0.1461753025650978,0.9255949656168619
245,0.1647956999950111,0.1675825516382853,0.1647956999950111,0.9171455018222332,0.1675825516382853,0.9930798610051473
246,0.15925827575847507,0.13334799806276956,0.15925827575847507,0.8806244768202305,0.13334799806276956,0.9980411926905314
247,0.16719795297831297,0.2119370922446251,0.16719795297831297,0.8598575741052628,0.2119370922446251,0.8930912613868713
248,0.16657811030745506,0.224154993891716,0.16657811030745506,0.9194108843803406,0.224154993891716,0.6710615158081055
249,0.1643753661774099,0.1362431993087133,0.1643753661774099,0.8910525739192963,0.1362431993087133,0.9850674271583557
250,0.16162064485251904,0.1308267911275228,0.16162064485251904,0.9353715479373932,0.1308267911275228,0.8025976419448853
251,0.1633084760978818,0.1265428066253662,0.1633084760978818,0.8902090080082417,0.1265428066253662,0.9626407821973165
252,0.16075820289552212,0.13574309647083282,0.16075820289552212,0.9360918998718262,0.13574309647083282,0.9944642186164856
253,0.16662040818482637,0.13717371225357056,0.16662040818482637,0.9464272037148476,0.13717371225357056,0.7540592749913534
254,0.169765945058316,0.12440970788399379,0.169765945058316,0.8893186934292316,0.12440970788399379,0.9802593191464742
255,0.16258714720606804,0.1392341007788976,0.16258714720606804,0.9568303488194942,0.1392341007788976,0.9206135074297587
256,0.16236283630132675,0.14390922337770462,0.16236283630132675,0.9146886803209782,0.14390922337770462,0.853638748327891
257,0.15535057242959738,0.18311043083667755,0.15535057242959738,0.8757310509681702,0.18311043083667755,0.8851471940676371
258,0.15734641021117568,0.1337162603934606,0.15734641021117568,0.932219609618187,0.1337162603934606,0.9827075203259786
259,0.1564888572320342,0.14186895887056986,0.1564888572320342,0.9025641977787018,0.14186895887056986,0.8688229918479919
260,0.15678491024300456,0.24893027544021606,0.15678491024300456,0.9274124391376972,0.24893027544021606,0.8824804027875265
261,0.15594722982496023,0.17179502546787262,0.15594722982496023,0.9579898081719875,0.17179502546787262,0.9566149115562439
262,0.1654477259144187,0.1849613736073176,0.1654477259144187,0.8763464353978634,0.1849613736073176,0.9129693706830343
263,0.16127938171848655,0.16785983741283417,0.16127938171848655,0.9251766353845596,0.16785983741283417,0.8894797762235006
264,0.15827358700335026,0.21956145266691843,0.15827358700335026,0.9217289052903652,0.21956145266691843,0.8621746301651001
265,0.14979885518550873,0.16001015653212866,0.14979885518550873,0.9408393539488316,0.16001015653212866,0.9562314748764038
266,0.15390036534518003,0.2032203103105227,0.15390036534518003,0.949501596391201,0.2032203103105227,0.7895241379737854
267,0.16035932768136263,0.11681139965852101,0.16035932768136263,0.9133544936776161,0.11681139965852101,0.9463876287142435
268,0.163879063911736,0.18191704154014587,0.163879063911736,0.9022797234356403,0.18191704154014587,0.8413715561230978
269,0.1629967256449163,0.15976057946681976,0.1629967256449163,0.9427734985947609,0.15976057946681976,0.8990402022997538
270,0.16810560878366232,0.15605981151262918,0.16810560878366232,0.9192917421460152,0.15605981151262918,0.975449780623118
271,0.16244343109428883,0.12554524093866348,0.16244343109428883,0.8929974138736725,0.12554524093866348,0.8824418783187866
272,0.1688564084470272,0.09661546349525452,0.1688564084470272,0.9223570339381695,0.09661546349525452,0.8316659927368164
273,0.16392641980201006,0.1430990919470787,0.16392641980201006,0.88471894338727,0.1430990919470787,0.9330323537190756
274,0.16083244513720274,0.1816085254152616,0.16083244513720274,0.9245698153972626,0.1816085254152616,0.7427376310030619
